=== Invocation 2026-04-23T23:29:30Z | seed=1 | keep_state=1 | pid=235106 | host=nah-popos ===
=== [Stage 1 (profile)] examples/output/synthetic_networks/networks/ec-sbm-v2/sbm-flat-best+cc/dnc/0/.state/profile/time_and_err.log ===
[Stage 1 (profile)] === 2026-04-23T23:29:30Z | pid=235106 | host=nah-popos | EXECUTED ===
[Stage 1 (profile)] 	Command being timed: "python /home/vltanh/Documents/network-generation/externals/ec-sbm/ec-sbm/profile.py --edgelist examples/input/empirical_networks/networks/dnc/dnc.csv --clustering examples/input/reference_clusterings/clusterings/sbm-flat-best+cc/dnc/com.csv --output-folder examples/output/synthetic_networks/networks/ec-sbm-v2/sbm-flat-best+cc/dnc/0/.state/profile --params-file examples/output/synthetic_networks/networks/ec-sbm-v2/sbm-flat-best+cc/dnc/0/.state/profile/params.txt"
[Stage 1 (profile)] 	User time (seconds): 0.18
[Stage 1 (profile)] 	System time (seconds): 0.03
[Stage 1 (profile)] 	Percent of CPU this job got: 99%
[Stage 1 (profile)] 	Elapsed (wall clock) time (h:mm:ss or m:ss): 0:00.21
[Stage 1 (profile)] 	Average shared text size (kbytes): 0
[Stage 1 (profile)] 	Average unshared data size (kbytes): 0
[Stage 1 (profile)] 	Average stack size (kbytes): 0
[Stage 1 (profile)] 	Average total size (kbytes): 0
[Stage 1 (profile)] 	Maximum resident set size (kbytes): 88424
[Stage 1 (profile)] 	Average resident set size (kbytes): 0
[Stage 1 (profile)] 	Major (requiring I/O) page faults: 0
[Stage 1 (profile)] 	Minor (reclaiming a frame) page faults: 14206
[Stage 1 (profile)] 	Voluntary context switches: 22
[Stage 1 (profile)] 	Involuntary context switches: 51
[Stage 1 (profile)] 	Swaps: 0
[Stage 1 (profile)] 	File system inputs: 0
[Stage 1 (profile)] 	File system outputs: 72
[Stage 1 (profile)] 	Socket messages sent: 0
[Stage 1 (profile)] 	Socket messages received: 0
[Stage 1 (profile)] 	Signals delivered: 0
[Stage 1 (profile)] 	Page size (bytes): 4096
[Stage 1 (profile)] 	Exit status: 0
[Stage 1 (profile)] === exit=0 ===

=== [Stage 1 (profile)] examples/output/synthetic_networks/networks/ec-sbm-v2/sbm-flat-best+cc/dnc/0/.state/profile/run.log ===
[Stage 1 (profile)] 2026-04-23 18:29:30,317 - INFO - Input reading elapsed: 0.0089 seconds
[Stage 1 (profile)] 2026-04-23 18:29:30,318 - INFO - Outlier transform elapsed: 0.0010 seconds
[Stage 1 (profile)] 2026-04-23 18:29:30,319 - INFO - Mappings computation elapsed: 0.0005 seconds
[Stage 1 (profile)] 2026-04-23 18:29:30,329 - INFO - Outputs export elapsed: 0.0100 seconds

=== [Stage 2 (gen_clustered)] examples/output/synthetic_networks/networks/ec-sbm-v2/sbm-flat-best+cc/dnc/0/.state/gen_clustered/time_and_err.log ===
[Stage 2 (gen_clustered)] === 2026-04-23T23:29:30Z | pid=235106 | host=nah-popos | EXECUTED ===
[Stage 2 (gen_clustered)] 	Command being timed: "python /home/vltanh/Documents/network-generation/externals/ec-sbm/ec-sbm/gen_clustered.py --node-id examples/output/synthetic_networks/networks/ec-sbm-v2/sbm-flat-best+cc/dnc/0/.state/profile/node_id.csv --cluster-id examples/output/synthetic_networks/networks/ec-sbm-v2/sbm-flat-best+cc/dnc/0/.state/profile/cluster_id.csv --assignment examples/output/synthetic_networks/networks/ec-sbm-v2/sbm-flat-best+cc/dnc/0/.state/profile/assignment.csv --degree examples/output/synthetic_networks/networks/ec-sbm-v2/sbm-flat-best+cc/dnc/0/.state/profile/degree.csv --mincut examples/output/synthetic_networks/networks/ec-sbm-v2/sbm-flat-best+cc/dnc/0/.state/profile/mincut.csv --edge-counts examples/output/synthetic_networks/networks/ec-sbm-v2/sbm-flat-best+cc/dnc/0/.state/profile/edge_counts.csv --output-folder examples/output/synthetic_networks/networks/ec-sbm-v2/sbm-flat-best+cc/dnc/0/.state/gen_clustered --seed 1 --no-sbm-overlay"
[Stage 2 (gen_clustered)] 	User time (seconds): 0.27
[Stage 2 (gen_clustered)] 	System time (seconds): 0.03
[Stage 2 (gen_clustered)] 	Percent of CPU this job got: 99%
[Stage 2 (gen_clustered)] 	Elapsed (wall clock) time (h:mm:ss or m:ss): 0:00.31
[Stage 2 (gen_clustered)] 	Average shared text size (kbytes): 0
[Stage 2 (gen_clustered)] 	Average unshared data size (kbytes): 0
[Stage 2 (gen_clustered)] 	Average stack size (kbytes): 0
[Stage 2 (gen_clustered)] 	Average total size (kbytes): 0
[Stage 2 (gen_clustered)] 	Maximum resident set size (kbytes): 93476
[Stage 2 (gen_clustered)] 	Average resident set size (kbytes): 0
[Stage 2 (gen_clustered)] 	Major (requiring I/O) page faults: 0
[Stage 2 (gen_clustered)] 	Minor (reclaiming a frame) page faults: 15819
[Stage 2 (gen_clustered)] 	Voluntary context switches: 22
[Stage 2 (gen_clustered)] 	Involuntary context switches: 58
[Stage 2 (gen_clustered)] 	Swaps: 0
[Stage 2 (gen_clustered)] 	File system inputs: 0
[Stage 2 (gen_clustered)] 	File system outputs: 56
[Stage 2 (gen_clustered)] 	Socket messages sent: 0
[Stage 2 (gen_clustered)] 	Socket messages received: 0
[Stage 2 (gen_clustered)] 	Signals delivered: 0
[Stage 2 (gen_clustered)] 	Page size (bytes): 4096
[Stage 2 (gen_clustered)] 	Exit status: 0
[Stage 2 (gen_clustered)] === exit=0 ===

=== [Stage 2 (gen_clustered)] examples/output/synthetic_networks/networks/ec-sbm-v2/sbm-flat-best+cc/dnc/0/.state/gen_clustered/run.log ===
[Stage 2 (gen_clustered)] 2026-04-23 18:29:30,531 - INFO - Starting EC-SBM clustered generation (sbm_overlay=False)...
[Stage 2 (gen_clustered)] 2026-04-23 18:29:30,588 - INFO - Input loading elapsed: 0.0570 seconds
[Stage 2 (gen_clustered)] 2026-04-23 18:29:30,588 - INFO - Generating cluster 19 (N=6 | k=5)
[Stage 3b (gen_outlier/combine)] 	Average resident set size (kbytes): 0
[Stage 3b (gen_outlier/combine)] 	Major (requiring I/O) page faults: 0
[Stage 3b (gen_outlier/combine)] 	Minor (reclaiming a frame) page faults: 13706
[Stage 3b (gen_outlier/combine)] 	Voluntary context switches: 22
[Stage 3b (gen_outlier/combine)] 	Involuntary context switches: 51
[Stage 3b (gen_outlier/combine)] 	Swaps: 0
[Stage 3b (gen_outlier/combine)] 	File system inputs: 0
[Stage 3b (gen_outlier/combine)] 	File system outputs: 168
[Stage 3b (gen_outlier/combine)] 	Socket messages sent: 0
[Stage 3b (gen_outlier/combine)] 	Socket messages received: 0
[Stage 3b (gen_outlier/combine)] 	Signals delivered: 0
[Stage 3b (gen_outlier/combine)] 	Page size (bytes): 4096
[Stage 3b (gen_outlier/combine)] 	Exit status: 0
[Stage 3b (gen_outlier/combine)] === exit=0 ===

=== [Stage 3b (gen_outlier/combine)] examples/output/synthetic_networks/networks/ec-sbm-v2/sbm-flat-best+cc/dnc/0/.state/gen_outlier/run.log ===
[Stage 3b (gen_outlier/combine)] 2026-04-23 18:29:32,038 - INFO - --- Starting Edgelist Combination & Provenance Tracking ---
[Stage 3b (gen_outlier/combine)] 2026-04-23 18:29:32,043 - INFO - Loaded 9666 total edges prior to deduplication.
[Stage 3b (gen_outlier/combine)] 2026-04-23 18:29:32,048 - INFO - Retained 9568 unique undirected edges.
[Stage 3b (gen_outlier/combine)] 2026-04-23 18:29:32,052 - INFO - Exported combined edgelist to edge.csv
[Stage 3b (gen_outlier/combine)] 2026-04-23 18:29:32,052 - INFO - Exported provenance map to sources.json
[Stage 3b (gen_outlier/combine)] 2026-04-23 18:29:32,052 - INFO - Combination elapsed: 0.0138 seconds
[Stage 3b (gen_outlier/combine)] 2026-04-23 18:29:32,052 - INFO - --- Combination Complete ---

=== [Stage 4a (match_degree)] examples/output/synthetic_networks/networks/ec-sbm-v2/sbm-flat-best+cc/dnc/0/.state/match_degree/edges/time_and_err.log ===
[Stage 4a (match_degree)] === 2026-04-23T23:29:32Z | pid=235106 | host=nah-popos | EXECUTED ===
[Stage 4a (match_degree)] 	Command being timed: "python /home/vltanh/Documents/network-generation/src/match_degree.py --input-edgelist examples/output/synthetic_networks/networks/ec-sbm-v2/sbm-flat-best+cc/dnc/0/.state/gen_outlier/edge.csv --ref-edgelist examples/input/empirical_networks/networks/dnc/dnc.csv --match-degree-algorithm hybrid --output-folder examples/output/synthetic_networks/networks/ec-sbm-v2/sbm-flat-best+cc/dnc/0/.state/match_degree/edges --seed 3"
[Stage 4a (match_degree)] 	User time (seconds): 0.18
[Stage 4a (match_degree)] 	System time (seconds): 0.03
[Stage 4a (match_degree)] 	Percent of CPU this job got: 98%
[Stage 4a (match_degree)] 	Elapsed (wall clock) time (h:mm:ss or m:ss): 0:00.21
[Stage 4a (match_degree)] 	Average shared text size (kbytes): 0
[Stage 4a (match_degree)] 	Average unshared data size (kbytes): 0
[Stage 4a (match_degree)] 	Average stack size (kbytes): 0
[Stage 4a (match_degree)] 	Average total size (kbytes): 0
[Stage 4a (match_degree)] 	Maximum resident set size (kbytes): 86712
[Stage 4a (match_degree)] 	Average resident set size (kbytes): 0
[Stage 4a (match_degree)] 	Major (requiring I/O) page faults: 0
[Stage 4a (match_degree)] 	Minor (reclaiming a frame) page faults: 14582
[Stage 4a (match_degree)] 	Voluntary context switches: 22
[Stage 4a (match_degree)] 	Involuntary context switches: 49
[Stage 4a (match_degree)] 	Swaps: 0
[Stage 4a (match_degree)] 	File system inputs: 0
[Stage 4a (match_degree)] 	File system outputs: 24
[Stage 4a (match_degree)] 	Socket messages sent: 0
[Stage 4a (match_degree)] 	Socket messages received: 0
[Stage 4a (match_degree)] 	Signals delivered: 0
[Stage 4a (match_degree)] 	Page size (bytes): 4096
[Stage 4a (match_degree)] 	Exit status: 0
[Stage 4a (match_degree)] === exit=0 ===

=== [Stage 4a (match_degree)] examples/output/synthetic_networks/networks/ec-sbm-v2/sbm-flat-best+cc/dnc/0/.state/match_degree/edges/run.log ===
[Stage 4a (match_degree)] 2026-04-23 18:29:32,256 - INFO - --- Starting Degree Matching (HYBRID mode) ---
[Stage 4a (match_degree)] 2026-04-23 18:29:32,269 - INFO - Loaded reference topologies elapsed: 0.0128 seconds
[Stage 4a (match_degree)] 2026-04-23 18:29:32,276 - INFO - Subtracted existing edges elapsed: 0.0073 seconds
[Stage 4a (match_degree)] 2026-04-23 18:29:32,276 - INFO - Starting Hybrid (Rewire -> True Greedy) matching algorithm...
[Stage 4a (match_degree)] 2026-04-23 18:29:32,276 - INFO - Starting Rewire (Configuration Model) matching algorithm...
[Stage 4a (match_degree)] 2026-04-23 18:29:32,276 - INFO - Total missing stubs to pair: 1726 (Target edges: 863)
[Stage 4a (match_degree)] 2026-04-23 18:29:32,277 - INFO - Initial pairing complete -> Valid edges: 367 | Bad edges to rewire: 496
[Stage 4a (match_degree)] 2026-04-23 18:29:32,282 - INFO - After attempt 1: 141 bad edges remain.
[Stage 4a (match_degree)] 2026-04-23 18:29:32,283 - INFO - After attempt 2: 130 bad edges remain.
[Stage 4a (match_degree)] 2026-04-23 18:29:32,283 - INFO - After attempt 3: 129 bad edges remain.
[Stage 4a (match_degree)] 2026-04-23 18:29:32,283 - INFO - After attempt 4: 126 bad edges remain.
[Stage 4a (match_degree)] 2026-04-23 18:29:32,283 - INFO - After attempt 5: 124 bad edges remain.
[Stage 4a (match_degree)] 2026-04-23 18:29:32,283 - INFO - After attempt 6: 124 bad edges remain.
[Stage 4a (match_degree)] 2026-04-23 18:29:32,283 - INFO - After attempt 7: 124 bad edges remain.
[Stage 4a (match_degree)] 2026-04-23 18:29:32,284 - INFO - After attempt 8: 124 bad edges remain.
[Stage 4a (match_degree)] 2026-04-23 18:29:32,284 - INFO - After attempt 9: 119 bad edges remain.
[Stage 4a (match_degree)] 2026-04-23 18:29:32,284 - INFO - After attempt 10: 115 bad edges remain.
[Stage 4a (match_degree)] 2026-04-23 18:29:32,284 - WARNING - Finished 10 retries. 115 bad edges remain unresolved.
[Stage 4a (match_degree)] 2026-04-23 18:29:32,284 - INFO - Hybrid transition: Passing 115 gridlocked edges (230 stubs) to True Greedy deterministic fallback.
[Stage 4a (match_degree)] 2026-04-23 18:29:32,284 - INFO - Starting True Dynamic Greedy matching algorithm...
[Stage 4a (match_degree)] 2026-04-23 18:29:32,284 - INFO - Initial missing stubs: 230 (Target edges: 115)
[Stage 4a (match_degree)] 2026-04-23 18:29:32,285 - WARNING - Finished with 24 gridlocked nodes.
[Stage 4a (match_degree)] 2026-04-23 18:29:32,285 - INFO - Added 778 edges
[Stage 4a (match_degree)] 2026-04-23 18:29:32,285 - INFO - Degree matching elapsed: 0.0086 seconds
[Stage 4a (match_degree)] 2026-04-23 18:29:32,286 - INFO - Exported edgelist elapsed: 0.0014 seconds

=== [Stage 4b (match_degree/combine)] examples/output/synthetic_networks/networks/ec-sbm-v2/sbm-flat-best+cc/dnc/0/.state/match_degree/time_and_err.log ===
[Stage 4b (match_degree/combine)] === 2026-04-23T23:29:32Z | pid=235106 | host=nah-popos | EXECUTED ===
[Stage 4b (match_degree/combine)] 	Command being timed: "python /home/vltanh/Documents/network-generation/src/combine_edgelists.py --edgelist-1 examples/output/synthetic_networks/networks/ec-sbm-v2/sbm-flat-best+cc/dnc/0/.state/gen_outlier/edge.csv --json-1 examples/output/synthetic_networks/networks/ec-sbm-v2/sbm-flat-best+cc/dnc/0/.state/gen_outlier/sources.json --edgelist-2 examples/output/synthetic_networks/networks/ec-sbm-v2/sbm-flat-best+cc/dnc/0/.state/match_degree/edges/degree_matching_edge.csv --name-2 match_degree --output-folder examples/output/synthetic_networks/networks/ec-sbm-v2/sbm-flat-best+cc/dnc/0/.state/match_degree --output-filename edge.csv"
[Stage 4b (match_degree/combine)] 	User time (seconds): 0.17
[Stage 4b (match_degree/combine)] 	System time (seconds): 0.02
[Stage 4b (match_degree/combine)] 	Percent of CPU this job got: 99%
[Stage 4b (match_degree/combine)] 	Elapsed (wall clock) time (h:mm:ss or m:ss): 0:00.19
[Stage 4b (match_degree/combine)] 	Average shared text size (kbytes): 0
[Stage 4b (match_degree/combine)] 	Average unshared data size (kbytes): 0
[Stage 4b (match_degree/combine)] 	Average stack size (kbytes): 0
[Stage 4b (match_degree/combine)] 	Average total size (kbytes): 0
[Stage 4b (match_degree/combine)] 	Maximum resident set size (kbytes): 85916
[Stage 4b (match_degree/combine)] 	Average resident set size (kbytes): 0
[Stage 4b (match_degree/combine)] 	Major (requiring I/O) page faults: 0
[Stage 4b (match_degree/combine)] 	Minor (reclaiming a frame) page faults: 13741
[Stage 4b (match_degree/combine)] 	Voluntary context switches: 22
[Stage 4b (match_degree/combine)] 	Involuntary context switches: 61
[Stage 4b (match_degree/combine)] 	Swaps: 0
[Stage 4b (match_degree/combine)] 	File system inputs: 0
[Stage 4b (match_degree/combine)] 	File system outputs: 176
[Stage 4b (match_degree/combine)] 	Socket messages sent: 0
[Stage 4b (match_degree/combine)] 	Socket messages received: 0
[Stage 4b (match_degree/combine)] 	Signals delivered: 0
[Stage 4b (match_degree/combine)] 	Page size (bytes): 4096
[Stage 4b (match_degree/combine)] 	Exit status: 0
[Stage 4b (match_degree/combine)] === exit=0 ===

=== [Stage 4b (match_degree/combine)] examples/output/synthetic_networks/networks/ec-sbm-v2/sbm-flat-best+cc/dnc/0/.state/match_degree/run.log ===
[Stage 4b (match_degree/combine)] 2026-04-23 18:29:32,480 - INFO - --- Starting Edgelist Combination & Provenance Tracking ---
[Stage 4b (match_degree/combine)] 2026-04-23 18:29:32,484 - INFO - Loaded 10346 total edges prior to deduplication.
[Stage 4b (match_degree/combine)] 2026-04-23 18:29:32,489 - INFO - Retained 10346 unique undirected edges.
[Stage 4b (match_degree/combine)] 2026-04-23 18:29:32,493 - INFO - Exported combined edgelist to edge.csv
[Stage 4b (match_degree/combine)] 2026-04-23 18:29:32,493 - INFO - Exported provenance map to sources.json
[Stage 4b (match_degree/combine)] 2026-04-23 18:29:32,493 - INFO - Combination elapsed: 0.0130 seconds
[Stage 4b (match_degree/combine)] 2026-04-23 18:29:32,493 - INFO - --- Combination Complete ---

